Scalar DZ under FrequencyResponse for NODALGROUP 1: NODENUMBER X0  Y0  Z0  RESULT-1 RESULT-2 ... RESULT-N
240
   5.0000E+02
 4 -8.8870E-03 -1.4080E-03  0.0000E+00 -4.0358E-03 -4.1820E-04
 26 -7.8990E-03 -1.2510E-03  0.0000E+00 -4.0485E-03 -4.1952E-04
 38 -6.9120E-03 -1.0950E-03  0.0000E+00 -4.0609E-03 -4.2081E-04
 50 -5.9250E-03 -9.3800E-04  0.0000E+00 -4.0730E-03 -4.2205E-04
 74 -8.5570E-03 -2.7810E-03  0.0000E+00 -4.0358E-03 -4.1820E-04
 85 -7.6070E-03 -2.4720E-03  0.0000E+00 -4.0485E-03 -4.1952E-04
 91 -6.6560E-03 -2.1630E-03  0.0000E+00 -4.0609E-03 -4.2081E-04
 97 -5.7050E-03 -1.8540E-03  0.0000E+00 -4.0730E-03 -4.2205E-04
 110 -8.0180E-03 -4.0860E-03  0.0000E+00 -4.0358E-03 -4.1821E-04
 121 -7.1270E-03 -3.6320E-03  0.0000E+00 -4.0485E-03 -4.1952E-04
 127 -6.2360E-03 -3.1780E-03  0.0000E+00 -4.0609E-03 -4.2081E-04
 133 -5.3450E-03 -2.7240E-03  0.0000E+00 -4.0730E-03 -4.2205E-04
 146 -7.2810E-03 -5.2900E-03  0.0000E+00 -4.0358E-03 -4.1821E-04
 157 -6.4720E-03 -4.7020E-03  0.0000E+00 -4.0485E-03 -4.1952E-04
 163 -5.6630E-03 -4.1140E-03  0.0000E+00 -4.0609E-03 -4.2081E-04
 169 -4.8540E-03 -3.5270E-03  0.0000E+00 -4.0729E-03 -4.2205E-04
 182 -6.3640E-03 -6.3640E-03  0.0000E+00 -4.0358E-03 -4.1821E-04
 193 -5.6570E-03 -5.6570E-03  0.0000E+00 -4.0485E-03 -4.1952E-04
 199 -4.9500E-03 -4.9500E-03  0.0000E+00 -4.0609E-03 -4.2081E-04
 205 -4.2430E-03 -4.2430E-03  0.0000E+00 -4.0729E-03 -4.2205E-04
 218 -5.2900E-03 -7.2810E-03  0.0000E+00 -4.0358E-03 -4.1821E-04
 229 -4.7020E-03 -6.4720E-03  0.0000E+00 -4.0485E-03 -4.1952E-04
 235 -4.1140E-03 -5.6630E-03  0.0000E+00 -4.0609E-03 -4.2081E-04
 241 -3.5270E-03 -4.8540E-03  0.0000E+00 -4.0729E-03 -4.2205E-04
 254 -4.0860E-03 -8.0180E-03  0.0000E+00 -4.0358E-03 -4.1820E-04
 265 -3.6320E-03 -7.1270E-03  0.0000E+00 -4.0485E-03 -4.1952E-04
 271 -3.1780E-03 -6.2360E-03  0.0000E+00 -4.0609E-03 -4.2081E-04
 277 -2.7240E-03 -5.3450E-03  0.0000E+00 -4.0730E-03 -4.2205E-04
 290 -2.7810E-03 -8.5570E-03  0.0000E+00 -4.0358E-03 -4.1820E-04
 301 -2.4720E-03 -7.6070E-03  0.0000E+00 -4.0485E-03 -4.1952E-04
 307 -2.1630E-03 -6.6560E-03  0.0000E+00 -4.0609E-03 -4.2081E-04
 313 -1.8540E-03 -5.7050E-03  0.0000E+00 -4.0729E-03 -4.2205E-04
 326 -1.4080E-03 -8.8870E-03  0.0000E+00 -4.0357E-03 -4.1820E-04
 337 -1.2510E-03 -7.8990E-03  0.0000E+00 -4.0485E-03 -4.1952E-04
 343 -1.0950E-03 -6.9120E-03  0.0000E+00 -4.0609E-03 -4.2081E-04
 349 -9.3800E-04 -5.9250E-03  0.0000E+00 -4.0730E-03 -4.2205E-04
 362  1.7400E-12 -9.0000E-03  0.0000E+00 -4.0357E-03 -4.1820E-04
 373  1.5460E-12 -8.0000E-03  0.0000E+00 -4.0485E-03 -4.1952E-04
 379  1.3530E-12 -7.0000E-03  0.0000E+00 -4.0609E-03 -4.2081E-04
 385  1.1600E-12 -6.0000E-03  0.0000E+00 -4.0729E-03 -4.2205E-04
 398  1.4075E-03 -8.8870E-03  0.0000E+00 -4.0357E-03 -4.1820E-04
 409  1.2511E-03 -7.8990E-03  0.0000E+00 -4.0485E-03 -4.1952E-04
 415  1.0947E-03 -6.9120E-03  0.0000E+00 -4.0609E-03 -4.2081E-04
 421  9.3830E-04 -5.9250E-03  0.0000E+00 -4.0730E-03 -4.2205E-04
 434  2.7806E-03 -8.5570E-03  0.0000E+00 -4.0358E-03 -4.1820E-04
 445  2.4717E-03 -7.6070E-03  0.0000E+00 -4.0485E-03 -4.1952E-04
 451  2.1627E-03 -6.6560E-03  0.0000E+00 -4.0609E-03 -4.2081E-04
 457  1.8538E-03 -5.7050E-03  0.0000E+00 -4.0730E-03 -4.2205E-04
 470  4.0856E-03 -8.0180E-03  0.0000E+00 -4.0358E-03 -4.1820E-04
 481  3.6316E-03 -7.1270E-03  0.0000E+00 -4.0485E-03 -4.1952E-04
 487  3.1777E-03 -6.2360E-03  0.0000E+00 -4.0609E-03 -4.2081E-04
 493  2.7237E-03 -5.3450E-03  0.0000E+00 -4.0730E-03 -4.2205E-04
 506  5.2899E-03 -7.2810E-03  0.0000E+00 -4.0358E-03 -4.1820E-04
 517  4.7021E-03 -6.4720E-03  0.0000E+00 -4.0485E-03 -4.1952E-04
 523  4.1144E-03 -5.6630E-03  0.0000E+00 -4.0609E-03 -4.2081E-04
 529  3.5266E-03 -4.8540E-03  0.0000E+00 -4.0729E-03 -4.2205E-04
 542  6.3639E-03 -6.3640E-03  0.0000E+00 -4.0358E-03 -4.1821E-04
 553  5.6568E-03 -5.6570E-03  0.0000E+00 -4.0485E-03 -4.1952E-04
 559  4.9497E-03 -4.9500E-03  0.0000E+00 -4.0609E-03 -4.2081E-04
 565  4.2426E-03 -4.2430E-03  0.0000E+00 -4.0729E-03 -4.2205E-04
 578  7.2807E-03 -5.2900E-03  0.0000E+00 -4.0358E-03 -4.1821E-04
 589  6.4717E-03 -4.7020E-03  0.0000E+00 -4.0485E-03 -4.1952E-04
 595  5.6627E-03 -4.1140E-03  0.0000E+00 -4.0609E-03 -4.2081E-04
 601  4.8538E-03 -3.5270E-03  0.0000E+00 -4.0729E-03 -4.2205E-04
 614  8.0179E-03 -4.0860E-03  0.0000E+00 -4.0358E-03 -4.1820E-04
 625  7.1270E-03 -3.6320E-03  0.0000E+00 -4.0485E-03 -4.1952E-04
 631  6.2361E-03 -3.1780E-03  0.0000E+00 -4.0609E-03 -4.2081E-04
 637  5.3453E-03 -2.7240E-03  0.0000E+00 -4.0730E-03 -4.2205E-04
 650  8.5574E-03 -2.7810E-03  0.0000E+00 -4.0358E-03 -4.1820E-04
 661  7.6066E-03 -2.4720E-03  0.0000E+00 -4.0485E-03 -4.1952E-04
 667  6.6558E-03 -2.1630E-03  0.0000E+00 -4.0609E-03 -4.2081E-04
 673  5.7050E-03 -1.8540E-03  0.0000E+00 -4.0730E-03 -4.2205E-04
 686  8.8868E-03 -1.4080E-03  0.0000E+00 -4.0358E-03 -4.1820E-04
 697  7.8994E-03 -1.2510E-03  0.0000E+00 -4.0485E-03 -4.1952E-04
 703  6.9119E-03 -1.0950E-03  0.0000E+00 -4.0609E-03 -4.2081E-04
 709  5.9245E-03 -9.3800E-04  0.0000E+00 -4.0730E-03 -4.2205E-04
 760 -5.9250E-03  9.3830E-04  0.0000E+00 -4.0730E-03 -4.2205E-04
 782 -6.9120E-03  1.0947E-03  0.0000E+00 -4.0610E-03 -4.2081E-04
 794 -7.8990E-03  1.2511E-03  0.0000E+00 -4.0485E-03 -4.1952E-04
 806 -8.8870E-03  1.4075E-03  0.0000E+00 -4.0358E-03 -4.1820E-04
 830 -5.7050E-03  1.8538E-03  0.0000E+00 -4.0730E-03 -4.2205E-04
 841 -6.6560E-03  2.1627E-03  0.0000E+00 -4.0609E-03 -4.2081E-04
 847 -7.6070E-03  2.4717E-03  0.0000E+00 -4.0485E-03 -4.1952E-04
 853 -8.5570E-03  2.7806E-03  0.0000E+00 -4.0358E-03 -4.1820E-04
 866 -5.3450E-03  2.7237E-03  0.0000E+00 -4.0730E-03 -4.2205E-04
 877 -6.2360E-03  3.1777E-03  0.0000E+00 -4.0609E-03 -4.2081E-04
 883 -7.1270E-03  3.6316E-03  0.0000E+00 -4.0485E-03 -4.1952E-04
 889 -8.0180E-03  4.0856E-03  0.0000E+00 -4.0358E-03 -4.1820E-04
 902 -4.8540E-03  3.5266E-03  0.0000E+00 -4.0730E-03 -4.2205E-04
 913 -5.6630E-03  4.1144E-03  0.0000E+00 -4.0609E-03 -4.2081E-04
 919 -6.4720E-03  4.7021E-03  0.0000E+00 -4.0485E-03 -4.1952E-04
 925 -7.2810E-03  5.2899E-03  0.0000E+00 -4.0358E-03 -4.1820E-04
 938 -4.2430E-03  4.2426E-03  0.0000E+00 -4.0729E-03 -4.2205E-04
 949 -4.9500E-03  4.9497E-03  0.0000E+00 -4.0609E-03 -4.2080E-04
 955 -5.6570E-03  5.6568E-03  0.0000E+00 -4.0485E-03 -4.1952E-04
 961 -6.3640E-03  6.3639E-03  0.0000E+00 -4.0358E-03 -4.1820E-04
 974 -3.5270E-03  4.8538E-03  0.0000E+00 -4.0729E-03 -4.2205E-04
 985 -4.1140E-03  5.6627E-03  0.0000E+00 -4.0609E-03 -4.2081E-04
 991 -4.7020E-03  6.4717E-03  0.0000E+00 -4.0485E-03 -4.1952E-04
 997 -5.2900E-03  7.2807E-03  0.0000E+00 -4.0358E-03 -4.1820E-04
 1010 -2.7240E-03  5.3453E-03  0.0000E+00 -4.0730E-03 -4.2205E-04
 1021 -3.1780E-03  6.2361E-03  0.0000E+00 -4.0609E-03 -4.2080E-04
 1027 -3.6320E-03  7.1270E-03  0.0000E+00 -4.0485E-03 -4.1952E-04
 1033 -4.0860E-03  8.0179E-03  0.0000E+00 -4.0358E-03 -4.1820E-04
 1046 -1.8540E-03  5.7050E-03  0.0000E+00 -4.0730E-03 -4.2205E-04
 1057 -2.1630E-03  6.6558E-03  0.0000E+00 -4.0609E-03 -4.2080E-04
 1063 -2.4720E-03  7.6066E-03  0.0000E+00 -4.0485E-03 -4.1951E-04
 1069 -2.7810E-03  8.5574E-03  0.0000E+00 -4.0358E-03 -4.1819E-04
 1082 -9.3800E-04  5.9245E-03  0.0000E+00 -4.0730E-03 -4.2205E-04
 1093 -1.0950E-03  6.9119E-03  0.0000E+00 -4.0609E-03 -4.2080E-04
 1099 -1.2510E-03  7.8994E-03  0.0000E+00 -4.0485E-03 -4.1951E-04
 1105 -1.4080E-03  8.8868E-03  0.0000E+00 -4.0357E-03 -4.1819E-04
 1118  1.6020E-12  6.0000E-03  0.0000E+00 -4.0729E-03 -4.2205E-04
 1129  1.8690E-12  7.0000E-03  0.0000E+00 -4.0609E-03 -4.2080E-04
